City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Port Elizabeth,ZA,2022-08-10 22:02:17,-33.918,25.5701,55.31,94,82,1.99,broken clouds
230,Campbell River,CA,2022-08-10 22:07:38,50.0163,-125.2446,74.44,77,46,8.14,scattered clouds
231,Pangnirtung,CA,2022-08-10 22:01:46,66.1451,-65.7125,47.79,74,56,2.68,broken clouds
232,Veraval,IN,2022-08-10 22:07:38,20.9,70.3667,80.42,91,100,21.47,overcast clouds
233,Berlevag,NO,2022-08-10 22:03:21,70.8578,29.0864,58.8,88,100,10.36,light intensity drizzle
234,Jind,IN,2022-08-10 22:07:39,29.3167,76.3167,85.98,63,38,8.37,scattered clouds
235,Husavik,IS,2022-08-10 22:02:58,66.0449,-17.3389,44.85,86,96,3.31,overcast clouds
236,Niquero,CU,2022-08-10 22:07:39,20.0431,-77.5828,87.78,60,9,5.41,clear sky
237,Grindavik,IS,2022-08-10 22:04:25,63.8424,-22.4338,50.47,87,75,9.22,broken clouds
238,Geraldton,AU,2022-08-10 22:07:40,-28.7667,114.6,39.61,93,0,4.61,clear sky
239,Ambon,ID,2022-08-10 22:07:40,-3.6954,128.1814,73.54,94,40,8.05,scattered clouds
240,Airai,TL,2022-08-10 22:02:25,-8.9266,125.4092,56.95,62,50,2.1,scattered clouds
241,Namibe,AO,2022-08-10 22:02:33,-15.1961,12.1522,61.79,87,30,5.08,scattered clouds
242,Esperance,AU,2022-08-10 22:01:50,-33.8667,121.9,56.53,73,69,19.64,broken clouds
243,Urumqi,CN,2022-08-10 22:07:34,43.801,87.6005,68.95,68,40,4.47,scattered clouds
244,Tiarei,PF,2022-08-10 22:02:02,-17.5333,-149.3333,80.62,73,73,11.68,light rain
245,Moses Lake,US,2022-08-10 22:07:41,47.1301,-119.2781,99.88,33,0,6.91,clear sky
246,Korla,CN,2022-08-10 22:07:42,41.7597,86.1469,86.68,26,44,14.97,scattered clouds
247,Paita,PE,2022-08-10 22:07:42,-5.0892,-81.1144,65.43,81,31,17.4,scattered clouds
248,Fortuna,US,2022-08-10 22:01:54,40.5982,-124.1573,75.92,68,40,16.11,scattered clouds
249,Bengkulu,ID,2022-08-10 22:02:15,-3.8004,102.2655,74.73,87,39,3.58,scattered clouds
250,Hovd,MN,2022-08-10 22:04:08,48.0056,91.6419,68.34,35,100,4.56,overcast clouds
251,Fairbanks,US,2022-08-10 22:03:56,64.8378,-147.7164,62.1,51,0,4.61,clear sky
252,Nabire,ID,2022-08-10 22:07:43,-3.3667,135.4833,75.51,87,33,3.38,scattered clouds
253,Pemangkat,ID,2022-08-10 22:07:43,1.1667,108.9667,77.95,87,100,3.8,overcast clouds
254,Hamilton,US,2022-08-10 22:00:11,39.1834,-84.5333,82.81,74,90,3.0,overcast clouds
255,Iquitos,PE,2022-08-10 22:05:03,-3.7481,-73.2472,80.64,83,75,3.44,broken clouds
256,Puerto Suarez,BO,2022-08-10 22:07:44,-18.95,-57.8,60.51,47,0,3.67,clear sky
257,Hobyo,SO,2022-08-10 22:03:36,5.3505,48.5268,76.48,80,47,22.32,scattered clouds
258,Aksarka,RU,2022-08-10 22:07:44,66.5606,67.7975,47.57,74,35,4.99,scattered clouds
259,Bilma,NE,2022-08-10 22:04:11,18.6853,12.9164,99.77,14,70,19.28,broken clouds
260,Barra Dos Coqueiros,BR,2022-08-10 22:07:44,-10.9089,-37.0386,75.22,83,0,4.61,clear sky
261,Natchitoches,US,2022-08-10 22:07:45,31.7668,-93.1335,88.65,79,0,8.05,clear sky
262,Qaqortoq,GL,2022-08-10 22:03:18,60.7167,-46.0333,44.08,90,100,6.64,moderate rain
263,Port-Cartier,CA,2022-08-10 22:07:45,50.0334,-66.8654,62.74,72,5,7.87,clear sky
264,Santa Adelia,BR,2022-08-10 22:07:46,-21.2428,-48.8042,55.49,57,4,15.1,clear sky
265,Saint-Louis,SN,2022-08-10 22:07:46,16.3333,-15.0,85.55,58,97,20.07,overcast clouds
266,Comodoro Rivadavia,AR,2022-08-10 22:07:46,-45.8667,-67.5,58.86,38,0,13.8,clear sky
267,Angoram,PG,2022-08-10 22:04:58,-4.0625,144.0661,74.59,98,100,3.0,overcast clouds
268,Belaya Gora,RU,2022-08-10 22:01:58,68.5333,146.4167,66.24,58,70,1.54,broken clouds
269,Morant Bay,JM,2022-08-10 22:07:47,17.8815,-76.4093,89.71,73,16,12.26,few clouds
270,Torbay,CA,2022-08-10 22:00:09,47.6666,-52.7314,58.57,85,100,11.01,overcast clouds
271,Senador Guiomard,BR,2022-08-10 22:07:47,-10.1522,-67.7392,76.75,45,8,6.93,clear sky
272,Zamora,EC,2022-08-10 22:07:48,-4.0692,-78.9567,68.38,96,95,2.57,light rain
273,Copperas Cove,US,2022-08-10 22:02:48,31.1241,-97.9031,82.71,83,75,16.11,light rain
274,Chickasha,US,2022-08-10 22:07:48,35.0526,-97.9364,99.75,38,0,9.22,clear sky
275,Beloha,MG,2022-08-10 22:07:49,-25.1667,45.05,65.07,62,50,8.93,scattered clouds
276,Vestmannaeyjar,IS,2022-08-10 22:07:49,63.4427,-20.2734,51.21,82,99,10.63,overcast clouds
277,Mar Del Plata,AR,2022-08-10 22:01:50,-38.0023,-57.5575,53.94,64,99,1.99,overcast clouds
278,Tecoanapa,MX,2022-08-10 22:07:49,16.5167,-98.75,86.22,65,94,10.87,overcast clouds
279,Point Fortin,TT,2022-08-10 22:07:50,10.1833,-61.6833,83.89,77,100,12.33,overcast clouds
280,Vao,NC,2022-08-10 22:05:13,-22.6667,167.4833,67.42,56,30,20.8,scattered clouds
281,Kailua,US,2022-08-10 22:07:50,21.4022,-157.7394,89.58,67,20,12.66,few clouds
282,Southbridge,US,2022-08-10 22:03:09,42.0751,-72.0334,83.35,61,55,4.65,broken clouds
283,Pacific Grove,US,2022-08-10 22:03:50,36.6177,-121.9166,84.54,70,0,11.5,clear sky
284,Georgetown,MY,2022-08-10 22:01:33,5.4112,100.3354,81.9,88,20,0.0,few clouds
285,Anadyr,RU,2022-08-10 21:58:32,64.75,177.4833,64.9,68,0,11.18,clear sky
286,Havre-Saint-Pierre,CA,2022-08-10 22:07:51,50.2334,-63.5986,62.47,78,3,8.39,clear sky
287,Padang,ID,2022-08-10 22:03:29,-0.9492,100.3543,77.2,83,25,2.91,scattered clouds
288,Walvis Bay,NA,2022-08-10 22:03:32,-22.9575,14.5053,54.09,90,2,8.97,clear sky
289,Cartagena,CO,2022-08-10 22:04:13,10.3997,-75.5144,85.62,74,75,11.5,broken clouds
290,Cleveland,US,2022-08-10 22:03:04,41.4995,-81.6954,80.31,56,0,9.22,clear sky
291,Vilhena,BR,2022-08-10 22:07:52,-12.7406,-60.1458,68.25,52,81,2.95,broken clouds
292,Ballina,AU,2022-08-10 22:07:52,-28.8667,153.5667,53.02,94,100,4.99,overcast clouds
293,Otjiwarongo,NA,2022-08-10 22:07:52,-20.4637,16.6477,57.67,23,0,3.0,clear sky
294,Yarada,IN,2022-08-10 22:07:53,17.65,83.2667,82.87,75,100,14.92,overcast clouds
295,Rawson,AR,2022-08-10 22:07:53,-43.3002,-65.1023,52.68,49,100,5.37,overcast clouds
296,Smoky Lake,CA,2022-08-10 22:07:53,54.1169,-112.4686,78.26,44,0,10.6,clear sky
297,Chirongui,YT,2022-08-10 22:07:54,-12.9319,45.1483,69.73,77,11,10.4,light rain
298,Provideniya,RU,2022-08-10 22:02:20,64.3833,-173.3,50.11,93,0,4.47,clear sky
299,Carnarvon,AU,2022-08-10 22:02:29,-24.8667,113.6333,55.83,56,0,17.16,clear sky
300,Cutervo,PE,2022-08-10 22:07:54,-6.379,-78.8157,56.84,76,85,5.59,light rain
301,Guerrero Negro,MX,2022-08-10 22:02:13,27.9769,-114.0611,78.15,63,76,14.34,broken clouds
302,Rorvik,NO,2022-08-10 22:07:55,64.8621,11.2373,57.31,94,75,25.32,moderate rain
303,Praya,CV,2022-08-10 22:03:13,14.9215,-23.5087,80.06,82,87,8.79,overcast clouds
304,Naberera,TZ,2022-08-10 22:07:55,-4.2,36.9333,56.55,95,66,8.01,broken clouds
305,Teeli,RU,2022-08-10 22:07:56,51.0333,90.2333,56.37,83,95,2.19,overcast clouds
306,Namatanai,PG,2022-08-10 22:04:49,-3.6667,152.4333,80.78,79,80,3.6,light rain
307,Killybegs,IE,2022-08-10 22:07:56,54.6333,-8.45,59.23,80,6,1.52,clear sky
308,Longhua,CN,2022-08-10 22:07:56,23.6137,114.1919,75.96,97,100,2.55,overcast clouds
309,Linxia,CN,2022-08-10 22:07:57,35.6003,103.2064,68.09,88,99,2.59,overcast clouds
310,Tasiilaq,GL,2022-08-10 22:01:43,65.6145,-37.6368,41.16,77,100,6.22,overcast clouds
311,Belyy Yar,RU,2022-08-10 22:02:04,53.6039,91.3903,56.86,76,0,2.24,clear sky
312,Guerrero,MX,2022-08-10 22:07:57,17.6667,-100.0,75.27,81,100,1.68,overcast clouds
313,Shenjiamen,CN,2022-08-10 22:07:58,29.9576,122.298,81.59,87,46,18.34,scattered clouds
314,Ode,NG,2022-08-10 22:07:58,7.7899,5.7117,70.23,97,100,5.97,overcast clouds
315,Sovetskiy,RU,2022-08-10 22:07:58,61.3614,63.5842,64.17,53,93,9.13,overcast clouds
316,Batemans Bay,AU,2022-08-10 22:03:35,-35.7167,150.1833,53.1,79,100,3.91,light rain
317,Homer,US,2022-08-10 22:07:59,59.6425,-151.5483,61.77,72,0,3.44,clear sky
318,Russell,US,2022-08-10 22:07:59,32.3502,-85.1999,79.38,45,98,2.73,light rain
319,Aklavik,CA,2022-08-10 22:02:53,68.2191,-135.0107,60.21,36,37,11.18,scattered clouds
320,Toora-Khem,RU,2022-08-10 22:08:00,52.4675,96.11,48.74,87,2,1.05,clear sky
321,Ures,MX,2022-08-10 22:08:00,29.4333,-110.4,94.89,40,29,8.93,scattered clouds
322,Ozinki,RU,2022-08-10 22:08:00,51.1786,49.6769,78.93,38,77,8.57,broken clouds
323,Saint Augustine,US,2022-08-10 22:08:01,29.8947,-81.3145,92.14,77,100,13.47,overcast clouds
324,Dolores Hidalgo,MX,2022-08-10 22:08:01,21.1561,-100.9308,81.79,31,86,20.18,overcast clouds
325,Bosaso,SO,2022-08-10 22:08:01,11.2842,49.1816,90.93,41,94,17.4,overcast clouds
326,Tigil,RU,2022-08-10 22:03:37,57.8,158.6667,58.44,88,100,4.54,overcast clouds
327,Saint George,US,2022-08-10 22:05:55,37.1041,-113.5841,91.44,40,0,23.02,clear sky
328,Orlik,RU,2022-08-10 22:02:55,52.5178,99.825,46.36,83,17,1.16,few clouds
329,Port Augusta,AU,2022-08-10 22:02:25,-32.5,137.7667,47.35,72,28,9.86,scattered clouds
330,Arlit,NE,2022-08-10 22:08:02,18.7369,7.3853,95.29,27,16,14.05,few clouds
331,Frankfort,ZA,2022-08-10 22:03:09,-27.2667,28.4833,52.93,31,0,3.42,clear sky
332,Pundaguitan,PH,2022-08-10 22:08:03,6.3711,126.1689,82.13,71,42,2.66,scattered clouds
333,Aktau,KZ,2022-08-10 22:08:03,43.65,51.2,72.18,35,0,11.25,clear sky
334,Aykhal,RU,2022-08-10 22:08:03,66.0,111.5,58.48,82,100,4.59,overcast clouds
335,Vestmanna,FO,2022-08-10 22:01:49,62.1564,-7.1664,50.92,87,75,18.41,broken clouds
336,Gizo,SB,2022-08-10 22:08:04,-8.103,156.8419,81.75,75,46,6.24,scattered clouds
337,Derzhavinsk,KZ,2022-08-10 22:04:28,51.1,66.3167,67.24,53,65,9.19,broken clouds
338,Hudson Bay,CA,2022-08-10 22:08:04,52.85,-102.3842,73.71,36,3,4.38,clear sky
339,Romny,UA,2022-08-10 22:08:05,50.751,33.4747,63.61,90,100,13.47,overcast clouds
340,Palmer,US,2022-08-10 22:08:05,42.1584,-72.3287,82.99,50,20,10.36,few clouds
341,Aquin,HT,2022-08-10 22:08:06,18.2833,-73.4,82.85,75,70,3.62,broken clouds
342,Nazilli,TR,2022-08-10 22:08:06,37.9163,28.3223,74.79,69,25,3.91,scattered clouds
343,Hervey Bay,AU,2022-08-10 22:08:06,-25.2986,152.8535,63.77,65,5,10.42,clear sky
344,Avera,US,2022-08-10 22:03:09,33.194,-82.5271,90.91,39,94,4.74,overcast clouds
345,Kilindoni,TZ,2022-08-10 22:01:44,-7.9139,39.6668,76.01,76,25,15.48,scattered clouds
346,Jamame,SO,2022-08-10 22:08:07,0.0722,42.7506,74.97,80,100,14.05,light rain
347,Flinders,AU,2022-08-10 22:02:47,-34.5833,150.8552,57.38,86,89,1.99,overcast clouds
348,Alyangula,AU,2022-08-10 22:08:07,-13.8483,136.4192,66.07,100,40,0.0,scattered clouds
349,Pallasovka,RU,2022-08-10 22:08:08,50.05,46.8833,80.62,35,63,9.48,broken clouds
350,Kruisfontein,ZA,2022-08-10 22:01:36,-34.0033,24.7314,50.88,86,99,4.59,overcast clouds
351,Coihaique,CL,2022-08-10 22:02:03,-45.5752,-72.0662,38.41,99,100,4.52,light rain
352,Casablanca,MA,2022-08-10 22:06:44,33.5928,-7.6192,73.62,69,0,4.0,clear sky
353,Manaure,CO,2022-08-10 22:08:08,11.7751,-72.4445,87.76,58,100,20.36,overcast clouds
354,Yeppoon,AU,2022-08-10 22:08:09,-23.1333,150.7333,58.78,82,26,11.18,scattered clouds
355,Tomatlan,MX,2022-08-10 22:03:08,19.9333,-105.25,88.97,58,87,7.11,overcast clouds
356,Koygorodok,RU,2022-08-10 22:08:09,60.445,50.9968,51.64,97,100,8.93,overcast clouds
357,Sakakah,SA,2022-08-10 22:08:10,29.9697,40.2064,93.6,25,0,8.25,clear sky
358,Mehamn,NO,2022-08-10 22:04:10,71.0357,27.8492,57.11,94,40,3.44,scattered clouds
359,Xiazhen,CN,2022-08-10 22:08:10,34.8022,117.1117,75.69,91,96,2.84,overcast clouds
360,Karratha,AU,2022-08-10 22:04:17,-20.7377,116.8463,59.43,31,0,13.2,clear sky
361,Nagorsk,RU,2022-08-10 22:08:10,59.3172,50.8078,52.16,95,60,6.33,broken clouds
362,Port Lincoln,AU,2022-08-10 22:00:09,-34.7333,135.8667,49.14,82,55,25.52,broken clouds
363,Goderich,CA,2022-08-10 22:03:49,43.7501,-81.7165,75.9,64,0,4.92,clear sky
364,Izumo,JP,2022-08-10 22:08:11,35.3667,132.7667,82.29,78,0,4.61,clear sky
365,Galashki,RU,2022-08-10 22:08:11,43.1136,44.9894,61.75,68,0,5.57,clear sky
366,Epanomi,GR,2022-08-10 22:08:12,40.4264,22.9286,86.34,43,40,4.61,scattered clouds
367,Klaksvik,FO,2022-08-10 22:02:08,62.2266,-6.589,52.72,84,25,21.79,scattered clouds
368,Abu Dhabi,AE,2022-08-10 22:00:08,24.4667,54.3667,90.97,85,31,5.44,scattered clouds
369,Faanui,PF,2022-08-10 22:01:38,-16.4833,-151.75,77.38,70,0,4.68,clear sky
370,Ketchikan,US,2022-08-10 22:05:10,55.3422,-131.6461,73.87,46,0,13.8,clear sky
371,Asau,RO,2022-08-10 22:02:58,46.4333,26.4,60.28,88,67,5.26,light rain
372,Westport,US,2022-08-10 22:05:07,41.1415,-73.3579,88.45,61,0,5.75,clear sky
373,Nikolskoye,RU,2022-08-10 22:02:16,59.7035,30.7861,59.88,78,39,3.8,scattered clouds
374,Krapina,HR,2022-08-10 22:08:13,46.1608,15.8789,63.14,56,26,3.96,scattered clouds
375,Porto Walter,BR,2022-08-10 22:08:13,-8.2686,-72.7439,76.3,69,100,3.53,overcast clouds
376,Konakovo,RU,2022-08-10 22:08:13,56.7,36.7667,53.78,79,3,4.29,clear sky
377,Bridgetown,BB,2022-08-10 22:07:29,13.1,-59.6167,79.29,94,40,5.75,scattered clouds
378,Ust-Maya,RU,2022-08-10 22:08:14,60.4167,134.5333,54.41,94,100,2.75,light rain
379,Svetlyy,RU,2022-08-10 22:08:14,54.675,20.1347,53.65,87,22,4.83,few clouds
380,Pilar,BR,2022-08-10 22:03:37,-9.5972,-35.9567,73.33,90,3,3.94,clear sky
381,Talnakh,RU,2022-08-10 22:03:50,69.4865,88.3972,47.21,80,100,6.82,overcast clouds
382,Jaicos,BR,2022-08-10 22:08:15,-7.3592,-41.1378,80.83,32,6,5.93,clear sky
383,Madison,US,2022-08-10 22:08:15,34.7334,-86.5667,83.34,85,40,3.44,scattered clouds
384,Longyearbyen,SJ,2022-08-10 22:01:34,78.2186,15.6401,48.04,71,75,9.22,broken clouds
385,Buala,SB,2022-08-10 22:03:14,-8.145,159.5921,82.04,74,56,6.51,broken clouds
386,Inuvik,CA,2022-08-10 22:08:16,68.3499,-133.7218,57.76,41,76,9.08,broken clouds
387,Baker City,US,2022-08-10 22:08:16,44.7749,-117.8344,85.59,39,20,4.61,few clouds
388,Grand Gaube,MU,2022-08-10 22:04:23,-20.0064,57.6608,68.38,62,92,10.0,overcast clouds
389,Ahipara,NZ,2022-08-10 22:02:42,-35.1667,173.1667,55.33,73,94,7.27,overcast clouds
390,Sieradz,PL,2022-08-10 22:08:17,51.5958,18.7302,54.05,61,100,4.99,overcast clouds
391,Trelew,AR,2022-08-10 22:08:17,-43.249,-65.3051,52.83,45,100,5.41,overcast clouds
392,Zhangye,CN,2022-08-10 22:02:50,38.9342,100.4517,76.55,62,8,4.65,clear sky
393,Brandon,US,2022-08-10 22:08:17,27.9378,-82.2859,94.14,67,40,4.61,scattered clouds
394,Esna,EG,2022-08-10 22:08:18,25.2934,32.554,91.69,26,13,15.32,few clouds
395,Kirakira,SB,2022-08-10 22:08:18,-10.4544,161.9205,80.78,82,39,9.01,light rain
396,Cururupu,BR,2022-08-10 22:01:47,-1.8283,-44.8683,75.65,88,16,3.85,few clouds
397,Merauke,ID,2022-08-10 22:01:12,-8.4667,140.3333,76.75,84,63,14.79,broken clouds
398,Henties Bay,NA,2022-08-10 22:04:09,-22.116,14.2845,53.87,92,0,9.24,clear sky
399,Yerbogachen,RU,2022-08-10 22:03:55,61.2767,108.0108,55.4,87,99,3.76,overcast clouds
400,Narsaq,GL,2022-08-10 22:03:10,60.9167,-46.05,48.42,88,100,6.11,moderate rain
401,Chapais,CA,2022-08-10 22:08:19,49.7834,-74.8492,72.72,48,39,9.15,scattered clouds
402,Makokou,GA,2022-08-10 22:08:19,0.5738,12.8642,71.65,81,40,3.89,scattered clouds
403,Hwange,ZW,2022-08-10 22:08:20,-18.3693,26.5019,65.17,37,0,2.19,clear sky
404,Ormara,PK,2022-08-10 22:08:20,25.2088,64.6357,83.98,73,100,11.97,overcast clouds
405,Tortoli,IT,2022-08-10 22:08:20,39.9256,9.6572,76.62,72,5,2.93,clear sky
406,Igarka,RU,2022-08-10 22:08:21,67.4667,86.5833,47.75,92,100,8.28,overcast clouds
407,Baiao,BR,2022-08-10 22:08:21,-2.7906,-49.6717,81.9,50,74,1.25,broken clouds
408,Winnemucca,US,2022-08-10 22:02:21,40.973,-117.7357,86.05,37,20,5.75,few clouds
409,Roebourne,AU,2022-08-10 22:01:47,-20.7833,117.1333,59.29,32,0,13.82,clear sky
410,Portland,US,2022-08-10 22:07:27,45.5234,-122.6762,78.53,58,100,5.99,overcast clouds
411,Mocuba,MZ,2022-08-10 22:08:22,-16.8392,36.9856,64.17,89,0,2.66,clear sky
412,Magadan,RU,2022-08-10 22:08:22,59.5667,150.8,58.53,88,100,7.61,overcast clouds
413,Talcahuano,CL,2022-08-10 22:07:00,-36.7167,-73.1167,53.28,62,0,8.05,clear sky
414,Kokopo,PG,2022-08-10 22:08:23,-4.352,152.2633,78.71,80,85,2.28,overcast clouds
415,Daito,JP,2022-08-10 22:08:23,34.7,135.6167,84.2,76,97,2.82,overcast clouds
416,Saint-Francois,FR,2022-08-10 22:05:55,46.4154,3.9054,65.68,52,0,2.3,clear sky
417,Sakaiminato,JP,2022-08-10 22:08:23,35.55,133.2333,82.33,82,66,7.11,light rain
418,Canutama,BR,2022-08-10 22:08:24,-6.5339,-64.3831,78.03,73,72,2.08,broken clouds
419,Volary,CZ,2022-08-10 22:08:24,48.9088,13.8866,60.08,65,13,2.06,few clouds
420,Dunedin,NZ,2022-08-10 21:58:23,-45.8742,170.5036,41.81,83,98,1.01,overcast clouds
421,Alipur,PK,2022-08-10 22:08:24,29.3846,70.9116,93.99,47,0,4.88,clear sky
422,Ulaanbaatar,MN,2022-08-10 22:01:38,47.9077,106.8832,54.57,97,99,5.37,overcast clouds
423,Batagay-Alyta,RU,2022-08-10 22:08:25,67.8006,130.4114,62.82,56,26,1.77,scattered clouds
424,Kualakapuas,ID,2022-08-10 22:08:25,-3.0091,114.3876,73.26,96,100,2.19,overcast clouds
425,Hirado,JP,2022-08-10 22:08:26,33.3597,129.5531,85.39,84,100,11.77,overcast clouds
426,Sur,OM,2022-08-10 22:04:59,22.5667,59.5289,88.23,57,100,12.37,overcast clouds
427,Iguape,BR,2022-08-10 22:05:25,-24.7081,-47.5553,60.37,91,72,24.29,light rain
428,Searcy,US,2022-08-10 22:05:13,35.2506,-91.7363,91.98,64,0,8.01,clear sky
429,Tecamac,MX,2022-08-10 22:08:26,19.7333,-98.9667,76.98,34,72,15.82,broken clouds
430,Brae,GB,2022-08-10 22:08:27,60.3964,-1.353,55.15,94,100,16.31,light rain
431,Srednekolymsk,RU,2022-08-10 22:08:27,67.45,153.6833,70.74,53,33,5.32,scattered clouds
432,La Orilla,MX,2022-08-10 22:08:27,17.9833,-102.2333,86.41,66,100,9.57,overcast clouds
433,Parfino,RU,2022-08-10 22:08:28,57.9731,31.6481,53.71,74,5,1.95,clear sky
434,Muros,ES,2022-08-10 22:08:28,42.7762,-9.0603,67.08,92,45,2.75,scattered clouds
435,Surgut,RU,2022-08-10 22:08:28,61.25,73.4167,57.38,76,0,7.0,clear sky
436,Joensuu,FI,2022-08-10 22:08:29,62.6012,29.7632,64.89,68,0,4.61,clear sky
437,Kabo,CF,2022-08-10 22:08:29,7.6994,18.629,70.77,95,100,1.7,overcast clouds
438,Sobolevo,RU,2022-08-10 22:08:29,54.4299,31.8996,61.66,71,98,7.63,overcast clouds
439,Leningradskiy,RU,2022-08-10 22:03:56,69.3833,178.4167,45.79,85,73,2.37,broken clouds
440,Cabo San Lucas,MX,2022-08-10 21:58:22,22.8909,-109.9124,95.61,64,75,6.91,broken clouds
441,Chake Chake,TZ,2022-08-10 22:08:30,-5.2459,39.7666,72.66,85,33,9.06,scattered clouds
442,Silale,LT,2022-08-10 22:08:30,55.4906,22.1814,56.19,70,17,5.08,few clouds
443,Tiznit,MA,2022-08-10 22:08:30,29.5833,-9.5,70.21,57,0,1.77,clear sky
444,Milkovo,RU,2022-08-10 22:08:31,54.7167,158.6167,57.04,84,97,0.65,overcast clouds
445,Yeniseysk,RU,2022-08-10 22:08:31,58.4497,92.1703,53.91,94,3,2.44,clear sky
446,Port-Gentil,GA,2022-08-10 22:02:09,-0.7193,8.7815,75.16,83,75,12.66,broken clouds
447,Verkhnyaya Inta,RU,2022-08-10 22:05:05,65.9811,60.3094,49.68,71,93,6.64,overcast clouds
448,Limulunga,ZM,2022-08-10 22:08:32,-15.0969,23.1376,59.83,24,0,5.39,clear sky
449,Saint-Joseph,RE,2022-08-10 22:02:38,-21.3667,55.6167,64.78,76,27,14.99,light rain
450,Kaka,TM,2022-08-10 22:08:32,37.3482,59.6143,77.86,23,3,5.97,clear sky
451,Grand-Lahou,CI,2022-08-10 22:08:33,5.1367,-5.0242,74.89,87,99,10.29,overcast clouds
452,Kaura Namoda,NG,2022-08-10 22:08:33,12.5898,6.5779,80.08,71,66,8.3,broken clouds
453,Victor Harbor,AU,2022-08-10 22:08:33,-35.5667,138.6167,48.69,84,8,13.89,clear sky
454,Smithers,CA,2022-08-10 22:00:16,54.7804,-127.1743,87.39,25,0,1.86,clear sky
455,Kerouane,GN,2022-08-10 22:08:34,9.2667,-9.0167,70.95,97,93,2.89,moderate rain
456,Mumford,GH,2022-08-10 22:08:34,5.2618,-0.759,72.7,89,6,10.94,clear sky
457,Adwa,ET,2022-08-10 22:08:34,14.1646,38.8955,60.8,95,97,3.44,light rain
458,Raahe,FI,2022-08-10 22:08:35,64.6833,24.4833,64.49,83,100,19.28,overcast clouds
